tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
sr:competition:2853,"WTA Birmingham, Great Britain Women Singles",,,wta_250,2024-06-15,,sr:competitor:588071,,,"Shnaider, Diana",,,,,sr:competitor:517274,,,"Rajecki, Amelia",,,GBR,,7-5 6-3,3,round_of_32,,5,2,68,48,32,12,9,,7,5,10,68,36,28,10,6,,5,,,,
sr:competition:2853,"WTA Birmingham, Great Britain Women Singles",,,wta_250,2024-06-15,,sr:competitor:123824,,,"Dolehide, Caroline",,,USA,,sr:competitor:20732,,,"Pliskova, Karolina",,,CZE,,6-2 3-6 6-7,3,round_of_32,,1,2,103,81,50,9,10,,8,3,5,86,60,41,12,10,,11,,,,
sr:competition:2853,"WTA Birmingham, Great Britain Women Singles",,,wta_250,2024-06-15,,sr:competitor:45545,,,"Putintseva, Yulia",,,KAZ,,sr:competitor:225046,,,"Burel, Clara",,,FRA,,6-3 6-4,3,round_of_32,,1,0,74,69,40,6,8,,7,2,7,62,51,18,13,5,,12,,,,
sr:competition:2853,"WTA Birmingham, Great Britain Women Singles",,,wta_250,2024-06-15,,sr:competitor:34486,,,"Tomljanovic, Ajla",,,AUS,,sr:competitor:45584,,,"Zhu, Lin",,,CHN,,6-7 6-1 6-4,3,round_of_16,,10,8,97,58,38,17,9,,14,0,4,111,74,38,16,6,,14,,,,
sr:competition:2853,"WTA Birmingham, Great Britain Women Singles",,,wta_250,2024-06-15,,sr:competitor:373354,,,"Cocciaretto, Elisabetta",,,ITA,,sr:competitor:23158,,,"Stephens, Sloane",,,USA,,6-4 6-2,3,round_of_16,,3,1,57,34,24,16,8,,8,0,0,53,40,22,6,5,,4,,,,
sr:competition:2853,"WTA Birmingham, Great Britain Women Singles",,,wta_250,2024-06-15,,sr:competitor:289507,6,,"Fernandez, Leylah Annie",,,CAN,,sr:competitor:48455,,,"Golubic, Viktorija",,,CHE,,4-6 7-5 6-3,3,round_of_16,,5,0,85,65,47,9,12,,10,2,5,94,67,41,12,10,,6,,,,
sr:competition:2853,"WTA Birmingham, Great Britain Women Singles",,,wta_250,2024-06-15,,sr:competitor:234150,7,,"Potapova, Anastasia",,,,,sr:competitor:110055,,,"Bronzetti, Lucia",,,ITA,,6-3 7-5,3,round_of_16,,1,3,67,37,27,14,9,,4,3,4,57,31,21,9,6,,6,,,,
sr:competition:2853,"WTA Birmingham, Great Britain Women Singles",,,wta_250,2024-06-15,,sr:competitor:45545,,,"Putintseva, Yulia",,,KAZ,,sr:competitor:90664,,,"Kalinina, Anhelina",,,UKR,,3-6 0-6,3,round_of_16,,4,0,41,33,28,5,8,,7,0,5,45,24,16,6,3,,0,,,,
sr:competition:2853,"WTA Birmingham, Great Britain Women Singles",,,wta_250,2024-06-15,,sr:competitor:588071,,,"Shnaider, Diana",,,,,sr:competitor:105463,8,,"Bouzkova, Marie",,,CZE,,7-6 6-3,3,round_of_16,,0,1,80,67,39,8,7,,11,3,2,81,52,29,13,5,,9,,,,
sr:competition:2853,"WTA Birmingham, Great Britain Women Singles",,,wta_250,2024-06-15,,sr:competitor:60398,2,,"Krejcikova, Barbora",,,CZE,,sr:competitor:53789,,,"Dart, Harriet",,,GBR,,3-6 4-6,3,round_of_16,,2,1,63,44,34,10,9,,7,0,5,56,34,23,9,6,,4,,,,
sr:competition:2853,"WTA Birmingham, Great Britain Women Singles",,,wta_250,2024-06-15,,sr:competitor:373354,,,"Cocciaretto, Elisabetta",,,ITA,,sr:competitor:588071,,,"Shnaider, Diana",,,,,5-7 6-4 6-2,3,quarterfinal,,3,3,89,61,43,12,11,,18,2,3,118,82,45,17,9,,10,,,,
sr:competition:2853,"WTA Birmingham, Great Britain Women Singles",,,wta_250,2024-06-15,,sr:competitor:234150,7,,"Potapova, Anastasia",,,,,sr:competitor:60398,2,,"Krejcikova, Barbora",,,CZE,,6-1 6-4,3,quarterfinal,,5,2,60,35,26,14,9,,8,4,2,51,35,22,8,5,,3,,,,
sr:competition:2853,"WTA Birmingham, Great Britain Women Singles",,,wta_250,2024-06-15,,sr:competitor:45545,,,"Putintseva, Yulia",,,KAZ,,sr:competitor:123824,,,"Dolehide, Caroline",,,USA,,6-3 6-7 6-1,3,quarterfinal,,2,2,83,53,35,16,10,,20,1,4,105,78,43,11,7,,8,,,,
sr:competition:2853,"WTA Birmingham, Great Britain Women Singles",,,wta_250,2024-06-15,,sr:competitor:34486,,,"Tomljanovic, Ajla",,,AUS,,sr:competitor:289507,6,,"Fernandez, Leylah Annie",,,CAN,,6-1 3-6 2-6,3,quarterfinal,,5,3,76,52,32,14,9,,8,5,5,75,51,36,8,8,,7,,,,
sr:competition:2853,"WTA Birmingham, Great Britain Women Singles",,,wta_250,2024-06-15,,sr:competitor:45545,,,"Putintseva, Yulia",,,KAZ,,sr:competitor:373354,,,"Cocciaretto, Elisabetta",,,ITA,,2-6 2-6,3,semifinal,,4,1,57,41,28,8,6,,10,1,3,60,32,15,11,2,,6,,,,
sr:competition:2853,"WTA Birmingham, Great Britain Women Singles",,,wta_250,2024-06-15,,sr:competitor:34486,,,"Tomljanovic, Ajla",,,AUS,,sr:competitor:234150,7,,"Potapova, Anastasia",,,,,7-6 6-4,3,semifinal,,4,5,68,49,37,9,10,,7,8,7,79,44,34,14,9,,1,,,,
sr:competition:2853,"WTA Birmingham, Great Britain Women Singles",,,wta_250,2024-06-15,,sr:competitor:45545,,,"Putintseva, Yulia",,,KAZ,,sr:competitor:34486,,,"Tomljanovic, Ajla",,,AUS,,6-1 7-6,3,final,,4,1,54,35,24,14,7,,9,4,6,71,48,31,6,5,,2,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:67322,9,,"Tan, Harmony",,,FRA,,sr:competitor:161038,,,"Kozarov, Katarina",,,SRB,,0-6 0-6,3,qualification_round_1,,2,2,44,22,15,15,6,,6,2,1,39,26,10,2,0,,6,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:92879,4,,"Shymanovich, Iryna",,,,,sr:competitor:59213,,,"Perez Garcia, Maria Paulina",,,COL,,3-6 6-1 6-0,3,qualification_round_1,,2,8,94,45,34,21,9,,8,1,7,65,32,19,12,5,,9,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:380396,7,,"Kalieva, Elvina",,,USA,,sr:competitor:445651,,,"Kolodynska, Jana",,,,,6-1 6-7 4-6,3,qualification_round_1,,0,6,89,56,33,15,8,,7,4,5,92,49,33,20,10,,9,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:202623,3,,"Zavatska, Katarina",,,UKR,,sr:competitor:78785,,,"Rodriguez, Victoria",,,MEX,,6-1 7-5,3,qualification_round_1,,1,5,73,43,28,18,8,,8,0,4,56,44,21,4,4,,7,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:134532,10,,"You, Xiaodi",,,CHN,,sr:competitor:999197,,,"Sanchez Uribe, Maria Jose",,,COL,,1-6 1-6,3,qualification_round_1,,2,0,42,23,15,12,6,,8,0,1,46,30,11,5,1,,2,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:157672,,,"Stollar, Fanny",,,HUN,,sr:competitor:52533,5,,"Jakupovic, Dalila",,,SVN,,7-5 3-6 3-6,3,qualification_round_1,,2,7,91,62,41,12,10,,14,3,2,105,75,39,15,8,,11,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:18919,,,"Lepchenko, Varvara",,,USA,,sr:competitor:52691,6,,"Zhao, Carol",,,CAN,,3-6 6-7,3,qualification_round_1,,1,2,74,64,43,5,9,,6,0,9,69,42,29,12,7,,7,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:595220,8,,"Stakusic, Marina",,,CAN,,sr:competitor:856483,,,"Ospina, Mariapaz",,,COL,,2-6 2-6,3,qualification_round_1,,2,10,44,26,22,7,6,,8,1,8,49,21,13,5,2,,4,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:227390,12,,"Brancaccio, Nuria",,,ITA,,sr:competitor:260987,,,"Osuigwe, Whitney",,,USA,,2-6 1-6,3,qualification_round_1,,0,1,46,38,22,7,5,,11,0,5,47,34,11,5,1,,4,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:210716,1,,"Lamens, Suzan",,,NLD,,sr:competitor:571385,,,"Torres Murcia, Maria Camila",,,COL,,6-0 6-3,3,qualification_round_1,,1,7,44,25,19,7,5,,10,1,10,57,35,15,6,1,,5,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:755469,11,,"Todoni, Anca Alexia",,,ROU,,sr:competitor:59662,,,"Sanchez, Ana Sofia",,,MEX,,4-6 4-6,3,qualification_round_1,,2,1,54,27,20,13,7,,12,1,10,67,45,27,5,5,,4,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:58423,2,,"Stevanovic, Natalija",,,SRB,,sr:competitor:319461,,,"Hu, Victoria",,,USA,,6-0 6-1,3,qualification_round_1,,0,2,35,19,17,11,7,,6,0,2,34,20,8,4,1,,0,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:202623,3,,"Zavatska, Katarina",,,UKR,,sr:competitor:380396,7,,"Kalieva, Elvina",,,USA,,0-6 6-3 6-3,3,qualification_final,,1,9,81,49,31,9,6,,16,2,7,84,40,23,19,6,,9,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:755469,11,,"Todoni, Anca Alexia",,,ROU,,sr:competitor:18919,,,"Lepchenko, Varvara",,,USA,,6-7 4-6,3,qualification_final,,2,6,81,44,31,16,8,,14,2,4,86,60,33,11,7,,7,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:92879,4,,"Shymanovich, Iryna",,,,,sr:competitor:67322,9,,"Tan, Harmony",,,FRA,,6-4 6-3,3,qualification_final,,1,0,57,41,25,10,7,,11,2,6,69,29,19,14,5,,3,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:134532,10,,"You, Xiaodi",,,CHN,,sr:competitor:58423,2,,"Stevanovic, Natalija",,,SRB,,1-6 4-6,3,qualification_final,,4,4,55,33,21,9,5,,15,0,10,72,51,28,3,2,,6,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:227390,12,,"Brancaccio, Nuria",,,ITA,,sr:competitor:210716,1,,"Lamens, Suzan",,,NLD,,2-6 1-6,3,qualification_final,,1,1,46,33,18,8,4,,13,0,6,53,31,11,5,0,,7,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:111189,,,"Zarazua, Renata",,,MEX,,sr:competitor:833470,,,"Higuita Barraza, Mariana Isabel",,,COL,,6-0 6-0,3,round_of_32,,1,3,37,20,17,9,6,,9,0,4,31,17,3,4,0,,1,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:252223,8,,"Rakhimova, Kamilla",,,,,sr:competitor:956445,,,"Mediorreal Arias, Valentina",,,COL,,4-6 7-6 1-6,3,round_of_32,,0,9,92,47,29,28,11,,21,2,9,127,80,51,16,8,,7,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:52183,,,"Bara, Irina Maria",,,ROU,,sr:competitor:202623,,,"Zavatska, Katarina",,,UKR,,6-2 3-6 4-6,3,round_of_32,,0,4,84,59,32,9,6,,18,1,7,86,55,25,14,6,,12,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:60392,3,,"Sorribes Tormo, Sara",,,ESP,,sr:competitor:467035,,,"Timofeeva, Maria",,,,,1-6 3-6,3,round_of_32,,0,4,55,36,26,7,6,,10,1,8,53,28,14,7,2,,6,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:19202,,,"Errani, Sara",,,ITA,,sr:competitor:225130,,,"Starodubtseva, Yuliia",,,UKR,,2-6 6-7,3,round_of_32,,0,3,69,55,30,7,6,,7,2,8,64,34,22,9,4,,6,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:255031,,,"Niemeier, Jule",,,DEU,,sr:competitor:227390,,,"Brancaccio, Nuria",,,ITA,,6-2 6-3,3,round_of_32,,0,5,50,30,22,11,7,,7,0,8,58,39,21,6,3,,8,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:99131,4,,"Bucsa, Cristina",,,ESP,,sr:competitor:134532,,,"You, Xiaodi",,,CHN,,6-1 7-5,3,round_of_32,,0,7,59,42,29,8,7,,8,1,4,55,29,13,10,4,,6,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:242630,6,,"Osorio, Camila",,,COL,,sr:competitor:595220,,,"Stakusic, Marina",,,CAN,,6-4 6-2,3,round_of_32,,1,8,54,25,15,13,4,,12,1,9,51,25,10,7,1,,9,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:319455,,,"Baptiste, Hailey",,,USA,,sr:competitor:110299,,,"Zidansek, Tamara",,,SVN,,2-6 6-4 3-6,3,round_of_32,,5,13,108,54,42,24,12,,6,0,7,75,47,31,13,9,,12,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:755469,,,"Todoni, Anca Alexia",,,ROU,,sr:competitor:155890,,,"Stefanini, Lucrezia",,,ITA,,6-4 2-6 4-6,3,round_of_32,,3,3,88,46,30,20,9,,16,1,8,94,66,37,10,7,,7,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:19520,2,,"Maria, Tatjana",,,DEU,,sr:competitor:150574,,,"Bondar, Anna",,,HUN,,3-6 2-6,3,round_of_32,,2,4,76,29,16,28,7,,7,3,3,47,19,11,11,3,,6,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:64085,,,"Pigossi, Laura",,,BRA,,sr:competitor:60276,5,,"Podoroska, Nadia",,,ARG,,4-6 1-6,3,round_of_32,,0,3,55,33,27,9,8,,10,1,3,47,28,16,8,4,,4,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:198488,,,"Jones, Francesca",,,GBR,,sr:competitor:127634,,,"Monroy, Yuliana",,,COL,,1-6 2-6,3,round_of_32,,0,4,38,24,16,8,5,,12,0,2,65,54,22,3,1,,4,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:337813,,,"Riera, Julia",,,ARG,,sr:competitor:208105,,,"Arango, Emiliana",,,COL,,0-6 3-6,3,round_of_32,,1,5,50,29,23,11,7,,8,0,6,49,31,15,6,2,,3,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:37508,7,,"Siegemund, Laura",,,DEU,,sr:competitor:92879,,,"Shymanovich, Iryna",,,,,6-7 5-7,3,round_of_32,,0,3,75,56,31,9,6,,11,0,5,82,46,27,12,5,,10,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:105463,1,,"Bouzkova, Marie",,,CZE,,sr:competitor:26120,,,"Marino, Rebecca",,,CAN,,6-0 6-3,3,round_of_32,,2,2,52,26,20,15,7,,6,1,7,45,24,12,7,3,,5,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:19202,,,"Errani, Sara",,,ITA,,sr:competitor:60392,3,,"Sorribes Tormo, Sara",,,ESP,,6-2 4-6 6-4,3,round_of_16,,0,6,93,73,44,9,8,,22,0,9,91,64,33,11,6,,15,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:252223,8,,"Rakhimova, Kamilla",,,,,sr:competitor:111189,,,"Zarazua, Renata",,,MEX,,6-7 7-6 3-6,3,round_of_16,,2,12,115,57,30,27,8,,16,2,7,116,74,39,11,6,,15,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:52183,,,"Bara, Irina Maria",,,ROU,,sr:competitor:64085,,,"Pigossi, Laura",,,BRA,,6-3 6-7 4-6,3,round_of_16,,0,10,111,78,45,13,8,,17,0,5,120,85,45,19,9,,15,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:99131,4,,"Bucsa, Cristina",,,ESP,,sr:competitor:255031,,,"Niemeier, Jule",,,DEU,,6-4 6-1,3,round_of_16,,0,1,54,32,20,11,5,,14,2,13,71,29,14,15,2,,5,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:242630,6,,"Osorio, Camila",,,COL,,sr:competitor:755469,,,"Todoni, Anca Alexia",,,ROU,,7-6 6-4,3,round_of_16,,2,8,75,47,32,13,8,,10,1,3,80,38,23,21,7,,5,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:19520,2,,"Maria, Tatjana",,,DEU,,sr:competitor:337813,,,"Riera, Julia",,,ARG,,6-2 0-6 2-6,3,round_of_16,,0,5,91,60,33,16,7,,10,0,9,68,40,19,10,4,,11,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:105463,1,,"Bouzkova, Marie",,,CZE,,sr:competitor:319455,,,"Baptiste, Hailey",,,USA,,6-3 6-4,3,round_of_16,,3,1,55,29,22,13,7,,10,2,9,78,36,21,18,5,,5,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:37508,7,,"Siegemund, Laura",,,DEU,,sr:competitor:198488,,,"Jones, Francesca",,,GBR,,7-6 4-6 2-6,3,round_of_16,,0,4,90,69,39,9,9,,18,0,7,108,71,39,12,6,,12,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:19202,,,"Errani, Sara",,,ITA,,sr:competitor:52183,,,"Bara, Irina Maria",,,ROU,,6-4 2-6 3-6,3,quarterfinal,,0,1,104,92,49,7,8,,20,1,4,95,64,31,14,5,,23,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:252223,8,,"Rakhimova, Kamilla",,,,,sr:competitor:99131,4,,"Bucsa, Cristina",,,ESP,,6-0 4-6 5-7,3,quarterfinal,,0,10,91,38,24,22,7,,12,2,4,90,54,33,15,8,,11,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:105463,1,,"Bouzkova, Marie",,,CZE,,sr:competitor:37508,7,,"Siegemund, Laura",,,DEU,,2-6 6-2 7-5,3,quarterfinal,,1,6,104,68,47,17,12,,13,0,3,95,64,45,14,11,,8,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:242630,6,,"Osorio, Camila",,,COL,,sr:competitor:19520,2,,"Maria, Tatjana",,,DEU,,1-6 6-3 6-3,3,quarterfinal,,0,3,78,53,32,8,6,,13,1,5,83,43,21,18,5,,13,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:242630,6,,"Osorio, Camila",,,COL,,sr:competitor:19202,,,"Errani, Sara",,,ITA,,6-7 4-6,3,semifinal,,1,4,72,50,30,11,7,,10,0,1,82,71,35,7,6,,8,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:105463,1,,"Bouzkova, Marie",,,CZE,,sr:competitor:252223,8,,"Rakhimova, Kamilla",,,,,6-4 7-6,3,semifinal,,8,5,74,41,29,14,8,,8,2,10,82,37,24,19,7,,3,,,,
sr:competition:2703,"WTA Bogota, Colombia Women Singles",,,wta_250,2024-03-30,,sr:competitor:242630,6,,"Osorio, Camila",,,COL,,sr:competitor:105463,1,,"Bouzkova, Marie",,,CZE,,3-6 6-7,3,final,,0,7,78,53,36,10,8,,8,1,6,71,52,31,7,6,,9,,,,
sr:competition:6491,"WTA Brisbane, Australia Women Singles",,,wta_250,2023-12-29,,sr:competitor:278943,,,"Lansere, Sofya",,,,,sr:competitor:83607,10,,"Capurro Taborda, Martina",,,ARG,,6-2 6-1,3,qualification_round_1,,0,0,45,35,26,8,8,,6,0,0,46,35,17,3,3,,1,,,,
sr:competition:6491,"WTA Brisbane, Australia Women Singles",,,wta_250,2023-12-29,,sr:competitor:319455,6,,"Baptiste, Hailey",,,USA,,sr:competitor:106341,,,"Knutson, Gabriela",,,CZE,,6-1 6-0,3,qualification_round_1,,3,0,30,21,17,7,6,,8,0,3,37,28,11,2,1,,0,,,,
sr:competition:6491,"WTA Brisbane, Australia Women Singles",,,wta_250,2023-12-29,,sr:competitor:286435,4,,"Gadecki, Olivia",,,AUS,,sr:competitor:41524,,,"Krunic, Aleksandra",,,SRB,,7-5 6-0,3,qualification_round_1,,7,0,55,38,26,10,8,,12,5,2,61,41,21,8,4,,6,,,,
sr:competition:6491,"WTA Brisbane, Australia Women Singles",,,wta_250,2023-12-29,,sr:competitor:39425,9,,"Savinykh, Valeria",,,,,sr:competitor:147506,,,"Fourlis, Jaimee",,,AUS,,7-6 5-7 2-6,3,qualification_round_1,,2,7,107,75,56,17,16,,16,9,8,119,76,50,23,13,,1,,,,
sr:competition:6491,"WTA Brisbane, Australia Women Singles",,,wta_250,2023-12-29,,sr:competitor:206949,3,,"Hontama, Mai",,,JPN,,sr:competitor:46591,,,"Paquet, Chloe",,,FRA,,7-5 6-3,3,qualification_round_1,,1,3,83,58,42,12,11,,6,0,1,65,36,24,15,8,,9,,,,
sr:competition:6491,"WTA Brisbane, Australia Women Singles",,,wta_250,2023-12-29,,sr:competitor:337813,8,,"Riera, Julia",,,ARG,,sr:competitor:87834,,,"Hon, Priscilla",,,AUS,,6-3 6-7 3-6,3,qualification_round_1,,7,1,97,56,37,26,11,,14,4,3,113,74,50,20,12,,13,,,,
sr:competition:6491,"WTA Brisbane, Australia Women Singles",,,wta_250,2023-12-29,,sr:competitor:43102,,,"Babos, Timea",,,HUN,,sr:competitor:71034,5,,"Sramkova, Rebecca",,,SVK,,6-7 4-6,3,qualification_round_1,,1,1,78,58,34,9,6,,15,2,1,89,72,37,6,5,,9,,,,
sr:competition:6491,"WTA Brisbane, Australia Women Singles",,,wta_250,2023-12-29,,sr:competitor:225130,12,,"Starodubtseva, Yuliia",,,UKR,,sr:competitor:99405,,,"Inglis, Maddison",,,AUS,,3-6 6-2 4-6,3,qualification_round_1,,0,3,107,65,41,16,8,,13,4,3,85,58,33,12,7,,16,,,,
sr:competition:6491,"WTA Brisbane, Australia Women Singles",,,wta_250,2023-12-29,,sr:competitor:534045,,,"Gibson, Talia",,,AUS,,sr:competitor:112957,11,,"Jeanjean, Leolia",,,FRA,,4-6 6-3 6-4,3,qualification_round_1,,11,6,86,64,48,9,13,,5,7,4,83,61,41,13,11,,5,,,,
sr:competition:6491,"WTA Brisbane, Australia Women Singles",,,wta_250,2023-12-29,,sr:competitor:299310,,,"Sonmez, Zeynep",,,TUR,,sr:competitor:41404,7,,"Watson, Heather",,,GBR,,3-6 6-1 6-3,3,qualification_round_1,,0,2,88,60,41,12,9,,6,2,2,70,52,32,7,7,,7,,,,
sr:competition:6491,"WTA Brisbane, Australia Women Singles",,,wta_250,2023-12-29,,sr:competitor:192108,2,,"Yastremska, Dayana",,,UKR,,sr:competitor:18936,,,"Hsieh, Su-Wei",,,TPE,,6-2 6-2,3,qualification_round_1,,2,4,54,35,23,10,7,,14,1,6,64,44,25,4,3,,4,,,,
sr:competition:6491,"WTA Brisbane, Australia Women Singles",,,wta_250,2023-12-29,,sr:competitor:45902,1,,"Sasnovich, Aliaksandra",,,,,sr:competitor:132186,,,"Mendez, Seone",,,AUS,,6-1 6-3,3,qualification_round_1,,2,2,45,29,24,9,8,,7,0,2,45,32,20,5,4,,0,,,,
sr:competition:6491,"WTA Brisbane, Australia Women Singles",,,wta_250,2023-12-29,,sr:competitor:286435,4,,"Gadecki, Olivia",,,AUS,,sr:competitor:39425,9,,"Savinykh, Valeria",,,,,6-3 6-2,3,qualification_final,,8,1,52,34,26,12,8,,10,0,2,50,27,14,9,4,,6,,,,
sr:competition:6491,"WTA Brisbane, Australia Women Singles",,,wta_250,2023-12-29,,sr:competitor:319455,6,,"Baptiste, Hailey",,,USA,,sr:competitor:278943,,,"Lansere, Sofya",,,,,6-3 7-5,3,qualification_final,,3,2,82,44,33,18,9,,14,0,4,75,48,30,9,6,,7,,,,
sr:competition:6491,"WTA Brisbane, Australia Women Singles",,,wta_250,2023-12-29,,sr:competitor:43102,,,"Babos, Timea",,,HUN,,sr:competitor:534045,,,"Gibson, Talia",,,AUS,,5-7 7-5 6-2,3,qualification_final,,13,10,110,75,52,14,12,,13,9,6,107,66,42,20,10,,15,,,,
sr:competition:6491,"WTA Brisbane, Australia Women Singles",,,wta_250,2023-12-29,,sr:competitor:192108,2,,"Yastremska, Dayana",,,UKR,,sr:competitor:225130,12,,"Starodubtseva, Yuliia",,,UKR,,6-3 6-3,3,qualification_final,,3,3,53,29,17,14,6,,10,3,2,71,45,20,12,3,,6,,,,
sr:competition:6491,"WTA Brisbane, Australia Women Singles",,,wta_250,2023-12-29,,sr:competitor:337813,8,,"Riera, Julia",,,ARG,,sr:competitor:206949,3,,"Hontama, Mai",,,JPN,,7-6 1-6 1-6,3,qualification_final,,6,1,76,52,40,14,12,,8,0,0,90,64,40,11,7,,3,,,,
sr:competition:6491,"WTA Brisbane, Australia Women Singles",,,wta_250,2023-12-29,,sr:competitor:299310,,,"Sonmez, Zeynep",,,TUR,,sr:competitor:45902,1,,"Sasnovich, Aliaksandra",,,,,4-6 5-7,3,qualification_final,,2,0,66,42,29,15,9,,9,3,3,68,43,24,14,7,,6,,,,
sr:competition:6491,"WTA Brisbane, Australia Women Singles",,,wta_250,2023-12-29,,sr:competitor:871583,,,"Andreeva, Mirra",,,,,sr:competitor:588071,,,"Shnaider, Diana",,,,,2-6 3-6,3,round_of_64,,3,3,47,31,24,10,8,,9,1,1,62,40,22,10,5,,1,,,,
